Nome de anuncio;Link;Preco;Data de Extração;Preco/m2;Rua/Local/Zona;ID;Freguesia;Municipio;Distrito;area util (m2);area bruta (m2);Tipologia;Ano;No Casas de Banho;Certificado Energetico;Condicao;Negociavel;Varanda;Ar Condicionado;Aspiracao Central;Vista de Campo/Serra;Lareira;Recuperacao de Calor;Suite;Despensa;Garagem (box);Arrecadacao;Vista de Mar;Vista de Rio;Cozinha Equipada;Aquecimento Central;Mobilado;Estacionamento;Condominio Fechado;Gas Canalizado;Piscina;Box;Elevador;Kitchenette;Marquise;Parqueamento;Piso Radiante;Terraco;Vista de Lago;Caldeira
b'Apartamento T3 Remodelado no Lumiar!';https://www.imovirtual.com/pt/anuncio/apartamento-t3-remodelado-no-lumiar-ID15hUr.html#5187b81291;600000;09/05/2021;4615;Praca Rainha Santa;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;130;145;T3;1966;2;B;Usado;;;s;;;;;s;;;;;;;;;;;;;;s;;;;;;;
b'T3 Exclusivos ( Novos ) Varandas do Golfe- Quinta dos Alcoutins Lisboa';https://www.imovirtual.com/pt/anuncio/t3-exclusivos-novos-varandas-do-golfe-quinta-dos-alcoutins-lisboa-ID13wjt.html#f2d5cd3e9e;600000;09/05/2021;3681;Rua Jorge Segurado;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;163;168;T3;2021;3;;Novo;;s;s;;s;;;;s;;s;;;s;;;s;;s;;;s;;;s;;;s;s
b'Apartamento T2 | Telheiras Pl\xc3\xa1tanos';https://www.imovirtual.com/pt/anuncio/apartamento-t2-telheiras-platanos-ID15SVr.html#ab04badaa0;320000;09/05/2021;4571;Rua Professor Barbosa Sueiro;LisboaLisboaLumiar;Lumiar;LISBOA;LISBOA;70;83;T2;1992;1;C;Usado;s;s;s;;;;;;s;;;;;s;;s;;;s;;;;;;;;;;
b'T0 no Edif\xc3\xadcio Alecrim 15';https://www.imovirtual.com/pt/anuncio/t0-no-edificio-alecrim-15-ID13jLV.html#129faca0c3;330000;09/05/2021;6346;Rua do Alecrim;LisboaLisboaMisericordia;Misericordia;LISBOA;LISBOA;52;52;T0;2019;1;C;Novo;;;s;;;;;;;;;;;s;;;;;;;;;s;;;;;;
b'T0 no Edif\xc3\xadcio Alecrim 15';https://www.imovirtual.com/pt/anuncio/t0-no-edificio-alecrim-15-ID13jLV.html#e21c8744c2;330000;09/05/2021;6346;Rua do Alecrim;LisboaLisboaMisericordia;Misericordia;LISBOA;LISBOA;52;52;T0;2019;1;C;Novo;;;s;;;;;;;;;;;s;;;;;;;;;s;;;;;;
b'T1 com 60m2 na zona tipica de Santos remodelado e equipado';https://www.imovirtual.com/pt/anuncio/t1-com-60m2-na-zona-tipica-de-santos-remodelado-e-equipado-ID13U1y.html#f465ab9299;225000;09/05/2021;3750;Rua da Silva;LisboaLisboaMisericordia;Misericordia;LISBOA;LISBOA;60;60;T1;1937;1;D;Renovado;;;;;;;;;;;;;;;;s;;;s;;;;;;;;;;
b'T4 convertido em T1 no hist\xc3\xb3rico bairro do Pr\xc3\xadncipe Real em Lisboa- co';https://www.imovirtual.com/pt/anuncio/t4-convertido-em-t1-no-historico-bairro-do-principe-real-em-lisboa-co-ID13Ura.html#69048e0d90;480000;09/05/2021;6857;Rua do Monte Olivete;LisboaLisboaMisericordia;Misericordia;LISBOA;LISBOA;70;70;T1;1937;2;E;Renovado;s;s;s;;;;;s;;;s;;s;;;;;;s;;;;;;;;;;
b'Apartamento T1+1 renovado no Chiado';https://www.imovirtual.com/pt/anuncio/apartamento-t1-1-renovado-no-chiado-ID149xL.html#68c8d48130;360000;09/05/2021;4500;Travessa da agua da Flor;LisboaLisboaMisericordia;Misericordia;LISBOA;LISBOA;80;80;T2;1951;2;;Renovado;;;;;;;;s;;;;;;;;;;;;;;;;;;;;;
b'T2 c/ terra\xc3\xa7o privativo de 50m2 no bairro do Pr\xc3\xadncipe Real';https://www.imovirtual.com/pt/anuncio/t2-c-terraco-privativo-de-50m2-no-bairro-do-principe-real-ID15LQs.html#8d454684c0;530000;09/05/2021;6625;Rua dos Prazeres;LisboaLisboaMisericordia;Misericordia;LISBOA;LISBOA;80;121;T2;1950;2;;Novo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b'Apartamento T2- junto ao Parque das Na\xc3\xa7\xc3\xb5es e ao Aeroporto- Olivais';https://www.imovirtual.com/pt/anuncio/apartamento-t2-junto-ao-parque-das-nacoes-e-ao-aeroporto-olivais-ID15Mg6.html#d220db647b;155000;09/05/2021;2768;Rua Doutor Jose Saraiva;LisboaLisboaOlivais;Olivais;LISBOA;LISBOA;56;56;T2;1971;1;C;Usado;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;
b'T4 na Expo Sul com 176m2- com amplo terra\xc3\xa7o e 2 lugares de garagem';https://www.imovirtual.com/pt/anuncio/t4-na-expo-sul-com-176m2-com-amplo-terraco-e-2-lugares-de-garagem-ID15e9s.html#937643466d;1300000;09/05/2021;7386;Rua da Nau Catrineta;LisboaLisboaParque das Nacoes;Parque das Nacoes;LISBOA;LISBOA;176;210;T4;2006;3;A;;;s;s;;;;;s;;;s;;s;s;s;;;;;;s;s;;;s;;s;;
b'Apartamento T2 na zona Sul do Parque das Na\xc3\xa7\xc3\xb5es com basta...';https://www.imovirtual.com/pt/anuncio/apartamento-t2-na-zona-sul-do-parque-das-nacoes-com-basta-ID15S8M.html#1aaeef68a1;445000;09/05/2021;5235;Rua do Bojador;LisboaLisboaParque das Nacoes;Parque das Nacoes;LISBOA;LISBOA;85;95;T2;2004;2;C;Usado;;;s;;;;;;;s;s;;;;s;;;;;;;;;;;;;;s
b'T3 Remodelado- Mobilado e Equipado com terra\xc3\xa7o na Penha de Fran\xc3\xa7a';https://www.imovirtual.com/pt/anuncio/t3-remodelado-mobilado-e-equipado-com-terraco-na-penha-de-franca-ID15NzJ.html#62fd7aa380;479900;09/05/2021;3529;Rua Carrilho Videira;LisboaLisboaPenha de Franca;Penha de Franca;LISBOA;LISBOA;136;148;T3;1988;3;F;Renovado;;s;;;;;;s;;;;;;s;;s;;;s;;;s;;s;;;s;;
b'T3/4 assoalhadas- terra\xc3\xa7o- churrasqueira- P.Fran\xc3\xa7a';https://www.imovirtual.com/pt/anuncio/t3-4-assoalhadas-terraco-churrasqueira-p-franca-ID15fxm.html#8cefca2da2;479900;09/05/2021;3243;Rua Carrilho Videira;LisboaLisboaPenha de Franca;Penha de Franca;LISBOA;LISBOA;148;;T3;1988;3;F;Renovado;;;;;;;;s;;;;;;;;s;;;s;;;s;;;;;s;;
b'Apartamento T1 Remodelado com Garagem e Terra\xc3\xa7o junto a Alameda';https://www.imovirtual.com/pt/anuncio/apartamento-t1-remodelado-com-garagem-e-terraco-junto-a-alameda-ID15Rgv.html#c7ddb6ee6f;249000;09/05/2021;4980;Rua Coronel Luna de Oliveira;LisboaLisboaPenha de Franca;Penha de Franca;LISBOA;LISBOA;50;102;T1;2003;1;E;Renovado;;s;;;;;;;;;s;;;s;;;s;;;;;s;s;s;s;;s;;
b'Apartamento T2 de Charme | 3 assoalhadas | Baixa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-de-charme-3-assoalhadas-baixa-ID14Zmj.html#906d6c5d89;695000;09/05/2021;9026;Rua dos Douradores;LisboaLisboaSanta Maria Maior;Santa Maria Maior;LISBOA;LISBOA;77;104;T2;1951;2;C;;;s;;;;;;;;;;;;s;;;;;;;;;;;;;;;
b'Apartamento T2 com 3 assoalhadas | Martim Moniz | Baixa';https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-3-assoalhadas-martim-moniz-baixa-ID15w1u.html#026c51b5dc;575000;09/05/2021;9583;Rua da Palma;LisboaLisboaSanta Maria Maior;Santa Maria Maior;LISBOA;LISBOA;60;92;T2;2015;1;B;;;s;;;;;;;;;s;;;;;;s;;;;;s;;;;;;;
b'Apartamento T2 no Chiado na Rua Duques de Bragan\xc3\xa7a';https://www.imovirtual.com/pt/anuncio/apartamento-t2-no-chiado-na-rua-duques-de-braganca-ID13UhR.html#25c4b4de04;890000;09/05/2021;7120;Rua Vitor Cordon;LisboaLisboaSanta Maria Maior;Santa Maria Maior;LISBOA;LISBOA;125;125;T2;1753;2;D;Usado;;;;;;;;;;;;;;;;;;;s;;;;;;;;;;
b'Apartamento T3 remodelado na Rua dos Soeiros';https://www.imovirtual.com/pt/anuncio/apartamento-t3-remodelado-na-rua-dos-soeiros-IDRYlY.html#bf72ac8444;330000;09/05/2021;4342;Rua dos Soeiros;LisboaLisboaSao Domingos de Benfica;Sao Domingos de Benfica;LISBOA;LISBOA;76;88;T3;1971;2;C;Renovado;;s;;;;;;;s;;;;;;;;;;;;;s;s;s;;;;;s
b'T1 totalmente remodelado em S\xc3\xa3o Vicente proximo ao bairro da Gra\xc3\xa7a';https://www.imovirtual.com/pt/anuncio/t1-totalmente-remodelado-em-sao-vicente-proximo-ao-bairro-da-graca-ID15l83.html#f3340a42a7;230000;09/05/2021;5750;Rua Outeirinho do Mirante;LisboaLisboaSao Vicente;Sao Vicente;LISBOA;LISBOA;40;43;T1;1937;1;;Renovado;;;;;;;;;;;;;;s;;;;;;;;;s;;;;;;
b'T3 DUPLEX COM FANT\xc3\x81STICA VISTA DE MAR !!!';https://www.imovirtual.com/pt/anuncio/t3-duplex-com-fantastica-vista-de-mar-ID101Ez.html#d4f1b92a43;595000;09/05/2021;3606;Travessa da Esperanca;LisboaMafraEriceira;Ericeira;MAFRA;LISBOA;165;262;T3;2008;4;B;Usado;;s;s;s;;s;s;s;;s;;s;;;;;;s;;;;s;;;;;s;;
b'T2 Odivelas';https://www.imovirtual.com/pt/anuncio/t2-odivelas-ID15SEO.html#88dabd6022;180000;09/05/2021;2338;Arroja;LisboaOdivelasOdivelas;Odivelas;ODIVELAS;LISBOA;77;80;T2;1988;1;D;Renovado;;s;;;;;;;s;;;;;s;;s;;;;;;;;;;;;;
b'Condom\xc3\xadnio LR RESIDENCE - QUINTA DA RAPOSEIRA';https://www.imovirtual.com/pt/anuncio/condominio-lr-residence-quinta-da-raposeira-ID15sOz.html#5df6b103a9;570000;09/05/2021;1930;Arroja;LisboaOdivelasOdivelas;Odivelas;ODIVELAS;LISBOA;295;295;T4;2021;3;;Novo;;s;s;;;s;s;s;;s;;;;;s;;;;s;;;s;;;;;;;
b'T2  Colinas do Cruzeiro';https://www.imovirtual.com/pt/anuncio/t2-colinas-do-cruzeiro-ID15GYa.html#b44b21e484;265000;09/05/2021;2677;Porto do Pinheiro;LisboaOdivelasOdivelas;Odivelas;ODIVELAS;LISBOA;99;127;T2;2005;2;B;;;;;;;;;;;;;;;s;;;s;;s;;;s;;;;;;;s
b'Apartamento T2 na urbaniza\xc3\xa7\xc3\xa3o da quinta nova em Odivelas';https://www.imovirtual.com/pt/anuncio/apartamento-t2-na-urbanizacao-da-quinta-nova-em-odivelas-ID15kdM.html#f56f61364e;220000;09/05/2021;2895; Urbanizacao da Quinta Nova;LisboaOdivelasOdivelas;Odivelas;ODIVELAS;LISBOA;76;80;T2;2001;1;C;Renovado;;;s;;s;;;;s;;s;;;s;;;s;;s;;;s;;;s;;;;
b'T2+1 Com Box - Tercena';https://www.imovirtual.com/pt/anuncio/t2-1-com-box-tercena-ID15MeB.html#91c9de774a;265000;09/05/2021;3155;Rua Teodoro de Almeida;LisboaOeirasBarcarena;Barcarena;OEIRAS;LISBOA;84;112;T2;2003;1;D;;;s;s;;;;;;;s;s;;;s;;;;;;;;s;;;;;;;
b'Apartamentos T4 Novos com 2 terra\xc3\xa7os em Queijas- Oeiras';https://www.imovirtual.com/pt/anuncio/apartamentos-t4-novos-com-2-terracos-em-queijas-oeiras-ID15Qoi.html#eed56eb19a;875000;09/05/2021;3203;Rua Professor Noronha Feio;LisboaOeirasCarnaxide e Queijas;Carnaxide e Queijas;OEIRAS;LISBOA;273;558;T4;2020;4;A;Novo;;s;s;s;s;;;;;s;;s;;;s;;;;s;;;s;;;;;;;s
b'Pa\xc3\xa7o de Arcos- Apartamento T2 NOVO em Empreendimento de Prest\xc3\xadgio';https://www.imovirtual.com/pt/anuncio/paco-de-arcos-apartamento-t2-novo-em-empreendimento-de-prestigio-ID13yv7.html#9a76cc5b46;450000;09/05/2021;4455;;LisboaOeirasOeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA;101;119;T2;2020;2;A;Renovado;;;s;s;;;;;;;;;;s;;;s;;s;;;s;;;;;;;
b'Apartamento T2 Novo Pa\xc3\xa7o de Arcos';https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-paco-de-arcos-ID13uOP.html#fb719b9a8d;640000;09/05/2021;5718;;LisboaOeirasOeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA;111;158;T2;2020;2;A;Novo;;s;;;;;;;;s;;;;;;;;;;;;s;;;;;;;
b'Apartamento T3 novo com terra\xc3\xa7o e estacionamento em Oeiras.';https://www.imovirtual.com/pt/anuncio/apartamento-t3-novo-com-terraco-e-estacionamento-em-oeiras-ID15e4E.html#1d028d2920;690000;09/05/2021;3833;;LisboaOeirasOeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA;180;200;T3;2020;3;A;Novo;;;;;;;;s;;s;;;;;;;;;;;;s;;;;;s;;
b'Apartamento T3 novo em Pa\xc3\xa7o de Arcos';https://www.imovirtual.com/pt/anuncio/apartamento-t3-novo-em-paco-de-arcos-ID15Dgp.html#960eef35f5;490000;09/05/2021;3657;;LisboaOeirasOeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA;134;206;T3;2020;3;;Novo;;;s;s;;;;s;;s;s;;s;;;;s;;;;;s;;;;;s;;s
b'Apartamento T2 Venda em Oeiras e S\xc3\xa3o Juli\xc3\xa3o da Barra- Pa\xc3\xa7o de Arcos e';https://www.imovirtual.com/pt/anuncio/apartamento-t2-venda-em-oeiras-e-sao-juliao-da-barra-paco-de-arcos-e-ID15EGE.html#56ba811fd7;278500;09/05/2021;4032;;LisboaOeirasOeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA;69;93;T2;1996;1;D;Usado;;;;;;s;s;;;;s;;s;;;;;;s;;;s;;;;;s;;
b'Apartamento - 119 m\xc2\xb2 - T2';https://www.imovirtual.com/pt/anuncio/apartamento-119-m-t2-ID13Y7d.html#7290ca75fd;470000;09/05/2021;3950;;LisboaOeirasOeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;Oeiras e Sao Juliao da Barra, Paco de Arcos e Caxias;OEIRAS;LISBOA;119;;T2;2019;2;;Novo;;;;;;;;;;;;;;;;;;;;s;;;;;;;;;
b'T3 no empreendimento Magn\xc3\xb3lia Living Oeiras';https://www.imovirtual.com/pt/anuncio/t3-no-empreendimento-magnolia-living-oeiras-ID159ms.html#8eca81a59a;700000;09/05/2021;4986;Estrada de Porto Salvo;LisboaOeirasPorto Salvo;Porto Salvo;OEIRAS;LISBOA;140;365;T3;2021;3;A;Novo;;s;s;;;;;s;;s;;s;;;;;s;;s;;;s;;;;;s;;
b'T4 Novo em Oeiras | 2 Su\xc3\xadtes- Varanda- Box (3 Carros) | Empreendimento';https://www.imovirtual.com/pt/anuncio/t4-novo-em-oeiras-2-suites-varanda-box-3-carros-empreendimento-ID15J3w.html#dace215783;730000;09/05/2021;2517;Estrada de Porto Salvo;LisboaOeirasPorto Salvo;Porto Salvo;OEIRAS;LISBOA;290;290;T4;2021;4;A;Novo;;s;s;;;;;s;s;;s;s;;;;;;;s;;s;s;;;s;;;;
b'T2 Novo em Oeiras | 2 Su\xc3\xadtes- Varanda- Box (2 Carros) | Empreendimento';https://www.imovirtual.com/pt/anuncio/t2-novo-em-oeiras-2-suites-varanda-box-2-carros-empreendimento-ID15IOF.html#dace215783;460000;09/05/2021;2599;Estrada de Porto Salvo;LisboaOeirasPorto Salvo;Porto Salvo;OEIRAS;LISBOA;177;177;T2;2021;3;A;Novo;;s;s;;;;;s;s;;s;s;;;;;;;s;;s;s;;;s;;;;
b'T3 Novo em Oeiras | Varanda- Box (2 carros) | Empreendimento Magn\xc3\xb3lia';https://www.imovirtual.com/pt/anuncio/t3-novo-em-oeiras-varanda-box-2-carros-empreendimento-magnolia-ID15a29.html#423597221b;715000;09/05/2021;2967;Estrada de Porto Salvo;LisboaOeirasPorto Salvo;Porto Salvo;OEIRAS;LISBOA;241;241;T3;2021;3;A;Novo;;s;s;;;;;s;s;;s;s;;;;;;;s;;s;s;;;s;;;;
b'Cac\xc3\xa9m - Moradia bi-familiar com 2 pisos e 6 assoalhadas cada';https://www.imovirtual.com/pt/anuncio/cacem-moradia-bi-familiar-com-2-pisos-e-6-assoalhadas-cada-ID13AOX.html#eeddd8e720;259000;09/05/2021;1102;Rua Rainha Santa Isabel;LisboaSintraCacem e Sao Marcos;Cacem e Sao Marcos;SINTRA;LISBOA;235;;T4;1951;2;I;Usado;;s;;;;;;;;;;;;;;;;;;;s;;;;;;;;
b'Apartamento T3 com arrecada\xc3\xa7\xc3\xa3o| Massam\xc3\xa1 Norte';https://www.imovirtual.com/pt/anuncio/apartamento-t3-com-arrecadacao-massama-norte-ID14lwg.html#8ddf1d2a8b;279000;09/05/2021;2163;Rua Dona Ines de Castro;LisboaSintraQueluz e Belas;Queluz e Belas;SINTRA;LISBOA;129;157;T3;1999;2;;;;;;;;;s;s;s;;s;s;;s;;;;;;;;s;;;;;;;
b'Apartamento T2  -  Rinchoa - Rio de Mouro  -  Fitares';https://www.imovirtual.com/pt/anuncio/apartamento-t2-rinchoa-rio-de-mouro-fitares-ID15wc6.html#439ea4743c;160000;09/05/2021;1758;Rua do Canavial;LisboaSintraRio de Mouro;Rio de Mouro;SINTRA;LISBOA;91;98;T2;1993;1;C;Usado;;s;;;;;;;s;;s;;;;;;;;s;;;s;;;;;;;
b'Apartamento T2 Remodelado - Sintra - Merc\xc3\xaas';https://www.imovirtual.com/pt/anuncio/apartamento-t2-remodelado-sintra-merces-ID15jZz.html#a53085eb85;144800;09/05/2021;1984;Algueirao;LisboaSintraAlgueirao-Mem Martins;Algueirao-Mem Martins;SINTRA;LISBOA;73;73;T2;1979;1;D;Renovado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
b'VilaViva';https://www.imovirtual.com/pt/anuncio/vilaviva-ID14EQl.html#5204b4a9d3;219000;09/05/2021;1904;Quinta da Grinja;LisboaVila Franca de XiraVila Franca de Xira;Vila Franca de Xira;VILA FRANCA DE XIRA;LISBOA;115;159;T2;2021;1;;;;s;s;;;;;;;;;;s;s;;;s;s;s;;;s;;;;;;;
b'Apartamento T2 Remodelado- 2 Wc\xc2\xb4s- lareira- cozinha totalmente equipad';https://www.imovirtual.com/pt/anuncio/apartamento-t2-remodelado-2-wcs-lareira-cozinha-totalmente-equipad-ID15vWD.html#cfcacccacd;156500;09/05/2021;1597;Rua 18 de Junho;PortoGondomarFanzeres e Sao Pedro da Cova;Fanzeres e Sao Pedro da Cova;GONDOMAR;PORTO;98;114;T2;2006;2;B;Renovado;;;;;;s;;;;;;;;;;;;;s;;s;s;;;;;;;
b'Envolvente T3 em S\xc3\xa3o Pedro da Cova pr\xc3\xb3ximo de escolas- com\xc3\xa9rcio e serv';https://www.imovirtual.com/pt/anuncio/envolvente-t3-em-sao-pedro-da-cova-proximo-de-escolas-comercio-e-serv-ID14Kqq.html#9d93883965;128000;09/05/2021;1231;Rua das Violetas;PortoGondomarFanzeres e Sao Pedro da Cova;Fanzeres e Sao Pedro da Cova;GONDOMAR;PORTO;104;;T3;2005;1;D;Usado;;s;;;s;;;;;;s;;;;;;;s;s;;;s;;;s;;;;
b'Apartamento Rio Tinto';https://www.imovirtual.com/pt/anuncio/apartamento-rio-tinto-ID14mry.html#8a4ae88903;129900;09/05/2021;1225;Rua Padre Joaquim das Neves;PortoGondomarRio Tinto;Rio Tinto;GONDOMAR;PORTO;106;130;T3;1992;2;D;Usado;;s;;;;;;;;;;;;;;;;;;;;s;;;s;;;;
b'T3 remodelado \xc3\xa1 Avenida da Conduta em Rio Tinto | Gondomar';https://www.imovirtual.com/pt/anuncio/t3-remodelado-a-avenida-da-conduta-em-rio-tinto-gondomar-ID15Iq8.html#6a7a733c46;130000;09/05/2021;1413;Rua Doutor Antonio Macedo;PortoGondomarRio Tinto;Rio Tinto;GONDOMAR;PORTO;92;92;T3;1983;2;C;Renovado;;;;;;;;;;;;;;s;;;;;;;;;;;;;;;
b'T1 c/ suite - 2 lug. gar e arrumo';https://www.imovirtual.com/pt/anuncio/t1-c-suite-2-lug-gar-e-arrumo-ID14Ybf.html#a124772dae;130000;09/05/2021;1912;;PortoGondomarGondomar (Sao Cosme), Valbom e Jovim;Gondomar (Sao Cosme), Valbom e Jovim;GONDOMAR;PORTO;68;104;T1;2021;2;A;Em construcao;;;s;s;s;;;;;;;;;;;;s;s;s;;;;;;;;;;s
b'T1 c/ Terra\xc3\xa7o em Jovim \xc3\xa0 Estrada D.Miguel |';https://www.imovirtual.com/pt/anuncio/t1-c-terraco-em-jovim-a-estrada-d-miguel-ID15PNo.html#9b58658afd;92000;09/05/2021;1415;;PortoGondomarGondomar (Sao Cosme), Valbom e Jovim;Gondomar (Sao Cosme), Valbom e Jovim;GONDOMAR;PORTO;65;87;T1;2002;2;B;Usado;;;;;;;s;;;;;;;;;;s;;;;;;;;;;s;;
b'T3+1 c/ Lugar de Garagem em S. Cosme (Gondomar)';https://www.imovirtual.com/pt/anuncio/t3-1-c-lugar-de-garagem-em-s-cosme-gondomar-ID15SPi.html#7d222ab106;165000;09/05/2021;1320;;PortoGondomarGondomar (Sao Cosme), Valbom e Jovim;Gondomar (Sao Cosme), Valbom e Jovim;GONDOMAR;PORTO;125;141;T3;1993;3;D;Usado;;s;;;;;;s;;;;;;s;;;s;;;;;s;;s;s;;;;
b'T2 novo recuado- \xc3\xbaltimo piso - ISMAI';https://www.imovirtual.com/pt/anuncio/t2-novo-recuado-ultimo-piso-ismai-ID15Neq.html#6c6c9b56d6;220000;09/05/2021;2026;Rua Bernardo Santareno;PortoMaiaCastelo da Maia;Castelo da Maia;MAIA;PORTO;108;;T2;2022;1;I;Em construcao;;;s;;;;;;;s;;;;;;;;;;;;s;;;;;s;;
b'Apartamento T2 em Gueif\xc3\xa3es- Maia';https://www.imovirtual.com/pt/anuncio/apartamento-t2-em-gueifaes-maia-ID14jdd.html#fe8a083308;152000;09/05/2021;1567;Travessa Antonio Ferreira Pinto;PortoMaiaCidade da Maia;Cidade da Maia;MAIA;PORTO;97;199;T2;1991;2;D;Renovado;;s;s;;;;s;;;;;;;s;;;s;;;;s;;;s;;;;;
b'Apartamento T1 em Novo Condom\xc3\xadnio junto \xc3\xa0 Praia';https://www.imovirtual.com/pt/anuncio/apartamento-t1-em-novo-condominio-junto-a-praia-ID14rb5.html#831682dc71;220000;09/05/2021;2868;;PortoMatosinhosPerafita, Lavra e Santa Cruz do Bispo;Perafita, Lavra e Santa Cruz do Bispo;MATOSINHOS;PORTO;76;86;T1;2021;1;B;Em construcao;;;;;;;;;;;;;;;s;;s;;s;;;s;;;;;;;
b'Apartamento T1 Venda em Perafita- Lavra e Santa Cruz do Bispo-Matosinh';https://www.imovirtual.com/pt/anuncio/apartamento-t1-venda-em-perafita-lavra-e-santa-cruz-do-bispo-matosinh-ID13Ztu.html#4800d9b19e;220000;09/05/2021;2868;;PortoMatosinhosPerafita, Lavra e Santa Cruz do Bispo;Perafita, Lavra e Santa Cruz do Bispo;MATOSINHOS;PORTO;76;86;T1;2021;1;B;Em construcao;;;;;;;;;;;;;;;s;;s;;s;;;s;;;;;;;
b'Apartamento T3';https://www.imovirtual.com/pt/anuncio/apartamento-t3-ID15K7Y.html#1ffd220917;320000;09/05/2021;2406;;PortoMatosinhosPerafita, Lavra e Santa Cruz do Bispo;Perafita, Lavra e Santa Cruz do Bispo;MATOSINHOS;PORTO;133;133;T3;2021;3;B;Em construcao;;;;;;;;s;;s;s;;;;s;;;;;;;s;;;;;;;
b'Apartamento T4 com terra\xc3\xa7o em Le\xc3\xa7a da Palmeira';https://www.imovirtual.com/pt/anuncio/apartamento-t4-com-terraco-em-leca-da-palmeira-ID15OrD.html#5d85c54905;475000;09/05/2021;3253;;PortoMatosinhosPerafita, Lavra e Santa Cruz do Bispo;Perafita, Lavra e Santa Cruz do Bispo;MATOSINHOS;PORTO;146;207;T4;2002;3;;Usado;;s;;;;s;;s;;;s;s;;s;s;;;;s;;;s;;;s;;s;;
b'Apartamento T3';https://www.imovirtual.com/pt/anuncio/apartamento-t3-ID15Kua.html#c5bc0f1cf7;335000;09/05/2021;2279;;PortoMatosinhosPerafita, Lavra e Santa Cruz do Bispo;Perafita, Lavra e Santa Cruz do Bispo;MATOSINHOS;PORTO;147;147;T3;2021;3;B;Em construcao;;;;;;;;s;;s;s;;;;s;;;;;;;s;;;;;;;
b'Apartamento T2 em condom\xc3\xadnio fechado - Matosinhos';https://www.imovirtual.com/pt/anuncio/apartamento-t2-em-condominio-fechado-matosinhos-ID13mCN.html#8eb14254a5;340000;09/05/2021;2764;;PortoMatosinhosPerafita, Lavra e Santa Cruz do Bispo;Perafita, Lavra e Santa Cruz do Bispo;MATOSINHOS;PORTO;123;243;T2;2005;2;B;Usado;;;;s;;;;;;;;s;;;s;;s;s;;s;;;;;s;;s;;
b'Apartamento T2 Venda em Matosinhos e Le\xc3\xa7a da Palmeira-Matosinhos';https://www.imovirtual.com/pt/anuncio/apartamento-t2-venda-em-matosinhos-e-leca-da-palmeira-matosinhos-ID14Iui.html#8eb2957e5a;270000;09/05/2021;2966;Rua Sul;PortoMatosinhosMatosinhos e Leca da Palmeira;Matosinhos e Leca da Palmeira;MATOSINHOS;PORTO;91;91;T2;2020;2;A;;;;s;;;;;;;s;s;;;s;;;;;s;;;s;;;;;s;;
b'Apartamento T2+1 Venda em Matosinhos e Le\xc3\xa7a da Palmeira-Matosinhos';https://www.imovirtual.com/pt/anuncio/apartamento-t2-1-venda-em-matosinhos-e-leca-da-palmeira-matosinhos-ID14Iug.html#8eb2957e5a;280000;09/05/2021;2708;Rua Sul;PortoMatosinhosMatosinhos e Leca da Palmeira;Matosinhos e Leca da Palmeira;MATOSINHOS;PORTO;103;103;T2;2020;2;A;;;;s;;;;;;;s;s;;;s;;;;;s;;;s;;;;;s;;
b'Apartamento T3 Venda em Matosinhos e Le\xc3\xa7a da Palmeira-Matosinhos';https://www.imovirtual.com/pt/anuncio/apartamento-t3-venda-em-matosinhos-e-leca-da-palmeira-matosinhos-ID13mUs.html#ecad2236cb;390000;09/05/2021;2766;Rua Herois de Franca;PortoMatosinhosMatosinhos e Leca da Palmeira;Matosinhos e Leca da Palmeira;MATOSINHOS;PORTO;141;167;T3;2020;2;;Em construcao;;s;s;;;;;;s;s;s;;;s;;;;;s;;;s;;;;s;;;s
b'Apartamento T2 Novo c/ Terra\xc3\xa7o junto \xc3\xa0 Praia e Metro | Matosinhos';https://www.imovirtual.com/pt/anuncio/apartamento-t2-novo-c-terraco-junto-a-praia-e-metro-matosinhos-ID15LNh.html#4527360023;360500;09/05/2021;3466;Avenida da Liberdade;PortoMatosinhosMatosinhos e Leca da Palmeira;Matosinhos e Leca da Palmeira;MATOSINHOS;PORTO;104;220;T2;2021;2;I;;;s;s;;;;;s;;;;;;s;;;s;;;;;s;;;;;;;
